seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	26504056	26504190	135	*	X00665	10256	26503981	26516375	12395	+	0	inside	74	CNKSR1
chr1	26560588	26560799	212	*	X00668	64793	26560693	26605299	44607	+	0	overlapStart	0	CEP85
chr1	26735624	26735743	120	*	X00678	79727	26737269	26756219	18951	+	1525	upstream	1525	LIN28A
chr1	26736654	26736716	63	*	X00679	79727	26737269	26756219	18951	+	552	upstream	552	LIN28A
chr1	26736849	26736938	90	*	X00680	79727	26737269	26756219	18951	+	330	upstream	330	LIN28A
chr1	26737136	26737285	150	*	X00681	79727	26737269	26756219	18951	+	0	overlapStart	0	LIN28A
chr1	26798217	26798336	120	*	X00687	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	26798677	26798816	140	*	X00688	3151	26798902	26803133	4232	+	85	upstream	85	HMGN2
chr1	26855938	26856085	148	*	X00692	6195	26856249	26901520	45272	+	163	upstream	163	RPS6KA1
chr1	26856208	26856252	45	*	X00693	6195	26856249	26901520	45272	+	0	overlapStart	0	RPS6KA1
chr1	27022241	27022330	90	*	X00696	8289	27022522	27108601	86080	+	191	upstream	191	ARID1A
chr1	27022406	27022525	120	*	X00697	8289	27022522	27108601	86080	+	0	overlapStart	0	ARID1A
chr1	27022764	27022913	150	*	X00698	8289	27022522	27108601	86080	+	0	inside	241	ARID1A
chr1	27153007	27153201	195	*	X00703	84243	27153201	27182211	29011	+	0	overlapStart	0	ZDHHC18
chr1	27153333	27153467	135	*	X00704	84243	27153201	27182211	29011	+	0	inside	131	ZDHHC18
chr1	27320127	27320138	12	*	X00711	388610	27320195	27327377	7183	+	56	upstream	56	TRNP1
chr1	27320169	27320423	255	*	X00712	388610	27320195	27327377	7183	+	0	overlapStart	0	TRNP1
chr1	27339436	27339453	18	*	X00715	115572	27331511	27339333	7823	-	102	upstream	102	TENT5B
chr1	27481247	27481561	315	*	X00717	6548	27425300	27481621	56322	-	0	inside	59	SLC9A1
chr1	27560695	27560874	180	*	X00718	23038	27561007	27635124	74118	+	132	upstream	132	WDTC1
chr1	27560980	27561054	75	*	X00719	23038	27561007	27635124	74118	+	0	overlapStart	0	WDTC1
chr1	27561235	27561369	135	*	X00720	23038	27561007	27635124	74118	+	0	inside	227	WDTC1
chr1	27648557	27648691	135	*	X00725	84065	27648636	27662891	14256	+	0	overlapStart	0	TMEM222
chr1	27648557	27648691	135	*	X00725	644961	27650365	27653016	2652	+	1673	upstream	1673	ACTG1P20
chr1	27709718	27709745	28	*	X00733	388611	27705596	27709805	4210	-	0	inside	59	CD164L2
chr1	27718485	27718694	210	*	X00734	2827	27719148	27722317	3170	+	453	upstream	453	GPR3
chr1	27816581	27816730	150	*	X00736	10163	27730734	27816678	85945	-	0	overlapStart	0	WASF2
chr1	27930043	27930312	270	*	X00752	27245	27860756	27930361	69606	-	0	inside	48	AHDC1
chr1	27930373	27930492	120	*	X00753	27245	27860756	27930361	69606	-	11	upstream	11	AHDC1
chr1	27930732	27930851	120	*	X00754	27245	27860756	27930361	69606	-	370	upstream	370	AHDC1
chr1	27930927	27931256	330	*	X00755	27245	27860756	27930361	69606	-	565	upstream	565	AHDC1
chr1	27961723	27961757	35	*	X00759	2268	27938801	27961727	22927	-	0	overlapStart	0	FGR
chr1	28199023	28199091	69	*	X00762	9473	28199055	28213193	14139	+	0	overlapStart	0	THEMIS2
chr1	28285999	28286069	71	*	X00765	55113	28286504	28294604	8101	+	434	upstream	434	XKR8
chr1	28414851	28414970	120	*	X00766	2140	28296855	28415148	118294	-	0	inside	177	EYA3
chr1	28559181	28559315	135	*	X00767	22826	28526790	28559542	32753	-	0	inside	226	DNAJC8
chr1	28585343	28585462	120	*	X00769	83667	28585963	28609002	23040	+	500	upstream	500	SESN2
chr1	28585891	28586010	120	*	X00770	83667	28585963	28609002	23040	+	0	overlapStart	0	SESN2
chr1	28879506	28879625	120	*	X00773	54952	28879529	28905057	25529	+	0	overlapStart	0	TRNAU1AP
chr1	28907948	28908082	135	*	X00775	677838	28906276	28906405	130	-	1542	upstream	1542	SNORA61
chr1	28907948	28908082	135	*	X00775	677825	28906893	28907024	132	-	923	upstream	923	SNORA44
chr1	28907948	28908082	135	*	X00775	692073	28907432	28907565	134	-	382	upstream	382	SNORA16A
chr1	28918645	28918779	135	*	X00776	115273	28918712	28921088	2377	+	0	overlapStart	0	RAB42
chr1	28918960	28919094	135	*	X00777	115273	28918712	28921088	2377	+	0	inside	247	RAB42
chr1	28995337	28995471	135	*	X00778	10691	28995240	29042115	46876	+	0	inside	96	GMEB1
chr1	28995517	28995741	225	*	X00779	10691	28995240	29042115	46876	+	0	inside	276	GMEB1
chr1	29062988	29063107	120	*	X00780	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29138472	29138621	150	*	X00783	4985	29138654	29190208	51555	+	32	upstream	32	OPRD1
chr1	29212975	29213063	89	*	X00784	2035	29213603	29446558	232956	+	539	upstream	539	EPB41
chr1	29213297	29213446	150	*	X00785	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29450261	29450656	396	*	X00790	399474	29445937	29450421	4485	-	0	overlapStart	0	TMEM200B
chr1	29451191	29451325	135	*	X00791	399474	29445937	29450421	4485	-	769	upstream	769	TMEM200B
chr1	29451632	29451666	35	*	X00792	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	29562874	29562952	79	*	X00793	10076	29563028	29653325	90298	+	75	upstream	75	PTPRU
chr1	31191035	31191292	258	*	X00806	100129196	31191619	31199593	7975	+	326	upstream	326	MATN1-AS1
chr1	31191537	31191552	16	*	X00807	100129196	31191619	31199593	7975	+	66	upstream	66	MATN1-AS1
chr1	31381095	31381334	240	*	X00811	9672	31342313	31381480	39168	-	0	inside	145	SDC3
chr1	31381673	31381777	105	*	X00812	9672	31342313	31381480	39168	-	192	upstream	192	SDC3
chr1	31712817	31712921	105	*	X00818	79570	31652592	31712734	60143	-	82	upstream	82	NKAIN1
chr1	31769982	31770116	135	*	X00819	51538	31769842	31837780	67939	+	0	inside	139	ZCCHC17
chr1	31769982	31770116	135	*	X00819	9410	31732415	31769644	37230	-	337	upstream	337	SNRNP40
chr1	31846528	31846598	71	*	X00820	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32042277	32042396	120	*	X00825	64129	32042086	32053287	11202	+	0	inside	190	TINAGL1
chr1	32083144	32083263	120	*	X00826	3061	32083301	32098119	14819	+	37	upstream	37	HCRTR1
chr1	32170017	32170088	72	*	X00827	1307	32117848	32169768	51921	-	248	upstream	248	COL16A1
chr1	32226159	32226293	135	*	X00830	100423028	32224261	32224336	76	-	1822	upstream	1822	MIR4254
chr1	32228679	32229593	915	*	X00832	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229758	135	*	X00833	576	32192718	32229648	36931	-	0	overlapStart	0	ADGRB2
chr1	32230024	32230173	150	*	X00834	576	32192718	32229648	36931	-	375	upstream	375	ADGRB2
chr1	32404415	32404497	83	*	X00839	8073	32372022	32403988	31967	-	426	upstream	426	PTP4A2
chr1	32478845	32479159	315	*	X00840	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32538790	32539209	420	*	X00841	55116	32538503	32568467	29965	+	0	inside	286	TMEM39B
chr1	32645545	32645649	105	*	X00842	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32665889	32666008	120	*	X00843	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X00844	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32687579	32687698	120	*	X00846	56063	32680078	32687926	7849	-	0	inside	227	TMEM234
chr1	32687857	32687961	105	*	X00847	56063	32680078	32687926	7849	-	0	overlapStart	0	TMEM234
chr1	32688247	32688351	105	*	X00848	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X00850	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32757650	32757739	90	*	X00855	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X00856	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32801690	32801839	150	*	X00860	65108	32799430	32801840	2411	-	0	inside	0	MARCKSL1
chr1	32801909	32802013	105	*	X00861	65108	32799430	32801840	2411	-	68	upstream	68	MARCKSL1
chr1	32802035	32802139	105	*	X00862	65108	32799430	32801840	2411	-	194	upstream	194	MARCKSL1
chr1	32827307	32827444	138	*	X00865	81629	32827862	32829924	2063	+	417	upstream	417	TSSK3
chr1	32859704	32859958	255	*	X00866	55108	32830705	32860062	29358	-	0	inside	103	BSDC1
chr1	32860004	32860138	135	*	X00867	55108	32830705	32860062	29358	-	0	overlapStart	0	BSDC1
chr1	33116803	33116892	90	*	X00870	5928	33116749	33151812	35064	+	0	inside	53	RBBP4
chr1	33116803	33116892	90	*	X00870	339487	33065773	33116185	50413	-	617	upstream	617	ZBTB8OS
chr1	33168449	33168568	120	*	X00871	81493	33145507	33168361	22855	-	87	upstream	87	SYNC
chr1	33168644	33168748	105	*	X00872	81493	33145507	33168361	22855	-	282	upstream	282	SYNC
chr1	33168824	33168946	123	*	X00873	81493	33145507	33168361	22855	-	462	upstream	462	SYNC
chr1	33207274	33207408	135	*	X00874	57648	33207512	33240571	33060	+	103	upstream	103	KIAA1522
chr1	33283189	33283428	240	*	X00882	64766	33283043	33324480	41438	+	0	inside	145	S100PBP
chr1	33283189	33283428	240	*	X00882	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X00883	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33337831	33337965	135	*	X00885	252995	33327869	33338082	10214	-	0	inside	116	FNDC5
chr1	33338071	33338077	7	*	X00886	252995	33327869	33338082	10214	-	0	inside	4	FNDC5
chr1	33351709	33351768	60	*	X00887	3208	33352098	33360247	8150	+	329	upstream	329	HPCA
chr1	33366779	33367153	375	*	X00894	113452	33360196	33366953	6758	-	0	overlapStart	0	TMEM54
chr1	33546739	33546846	108	*	X00895	113451	33546714	33586131	39418	+	0	inside	24	AZIN2
chr1	33647302	33647571	270	*	X00900	55223	33611003	33647671	36669	-	0	inside	99	TRIM62
chr1	33721192	33721274	83	*	X00901	149076	33722174	33766320	44147	+	899	upstream	899	ZNF362
chr1	33721755	33721814	60	*	X00902	149076	33722174	33766320	44147	+	359	upstream	359	ZNF362
chr1	33938367	33938606	240	*	X00910	7579	33938232	33961995	23764	+	0	inside	134	ZSCAN20
chr1	34630989	34631123	135	*	X00914	84970	34632624	34684731	52108	+	1500	upstream	1500	C1orf94
chr1	34631509	34631708	200	*	X00915	84970	34632624	34684731	52108	+	915	upstream	915	C1orf94
chr1	34631509	34631708	200	*	X00915	114784	33979609	34631443	651835	-	65	upstream	65	CSMD2
chr1	34631747	34631851	105	*	X00916	84970	34632624	34684731	52108	+	772	upstream	772	C1orf94
chr1	34631747	34631851	105	*	X00916	114784	33979609	34631443	651835	-	303	upstream	303	CSMD2
chr1	34632294	34632596	303	*	X00917	84970	34632624	34684731	52108	+	27	upstream	27	C1orf94
chr1	34632294	34632596	303	*	X00917	114784	33979609	34631443	651835	-	850	upstream	850	CSMD2
chr1	35246671	35246880	210	*	X00918	2707	35246790	35251967	5178	+	0	overlapStart	0	GJB3
chr1	35258131	35258265	135	*	X00920	2701	35258171	35261348	3178	+	0	overlapStart	0	GJA4
chr1	35258430	35258443	14	*	X00922	2701	35258171	35261348	3178	+	0	inside	258	GJA4
chr1	35450860	35450964	105	*	X00928	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X00928	653160	35441300	35450948	9649	-	0	overlapStart	0	GPR199P
chr1	35497244	35497378	135	*	X00929	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	35734854	35735153	300	*	X00932	9202	35734568	35887545	152978	+	0	inside	285	ZMYM4
chr1	36022921	36023085	165	*	X00933	23154	36023393	36032380	8988	+	307	upstream	307	NCDN
chr1	36024099	36024188	90	*	X00934	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024435	120	*	X00935	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36024496	36024582	87	*	X00936	79932	35899091	36023551	124461	-	944	upstream	944	KIAA0319L
chr1	36038671	36038805	135	*	X00937	339488	36038971	36060927	21957	+	165	upstream	165	TFAP2E
chr1	36184750	36184869	120	*	X00944	127703	36179477	36184790	5314	-	0	overlapStart	0	C1orf216
chr1	36235495	36235614	120	*	X00946	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36273342	36273461	120	*	X00947	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36396292	36396381	90	*	X00949	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36549928	36550047	120	*	X00951	27285	36549676	36553876	4201	+	0	inside	251	TEKT2
chr1	36554161	36554306	146	*	X00953	54936	36554453	36559533	5081	+	146	upstream	146	ADPRS
chr1	36620794	36620857	64	*	X00960	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X00961	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36621638	36621727	90	*	X00962	55700	36621803	36646441	24639	+	75	upstream	75	MAP7D1
chr1	36621638	36621727	90	*	X00962	27095	36602170	36621654	19485	-	0	overlapStart	0	TRAPPC3
chr1	36622157	36622411	255	*	X00963	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36623337	36623501	165	*	X00964	27095	36602170	36621654	19485	-	1682	upstream	1682	TRAPPC3
chr1	36690179	36690313	135	*	X00968	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36789854	36789973	120	*	X00976	55194	36787632	36789755	2124	-	98	upstream	98	EVA1B
chr1	36851197	36851316	120	*	X00978	83931	36805225	36851485	46261	-	0	inside	168	STK40
chr1	36851467	36851586	120	*	X00979	83931	36805225	36851485	46261	-	0	overlapStart	0	STK40
chr1	36851751	36851826	76	*	X00980	83931	36805225	36851485	46261	-	265	upstream	265	STK40
chr1	36930183	36930302	120	*	X00984	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	37500071	37500190	120	*	X00987	2899	37261128	37499844	238717	-	226	upstream	226	GRIK3
chr1	37500281	37500400	120	*	X00988	2899	37261128	37499844	238717	-	436	upstream	436	GRIK3
chr1	37940294	37940428	135	*	X00990	80149	37940119	37949978	9860	+	0	inside	174	ZC3H12A
chr1	37940294	37940428	135	*	X00990	728431	37920480	37940044	19565	-	249	upstream	249	LINC01137
chr1	38100523	38100627	105	*	X00993	284654	38076951	38100595	23645	-	0	overlapStart	0	RSPO1
chr1	38157528	38157617	90	*	X00995	55143	38158073	38175391	17319	+	455	upstream	455	CDCA8
chr1	38157528	38157617	90	*	X00995	54955	38147242	38157888	10647	-	0	inside	270	C1orf109
chr1	38157949	38158068	120	*	X00996	55143	38158073	38175391	17319	+	4	upstream	4	CDCA8
chr1	38157949	38158068	120	*	X00996	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38158458	38158547	90	*	X00997	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38158960	38158998	39	*	X00998	54955	38147242	38157888	10647	-	1071	upstream	1071	C1orf109
chr1	38158864	38158868	5	*	X00999	54955	38147242	38157888	10647	-	975	upstream	975	C1orf109
chr1	38231237	38231356	120	*	X01006	284656	38179553	38230824	51272	-	412	upstream	412	EPHA10
chr1	38231567	38231656	90	*	X01007	284656	38179553	38230824	51272	-	742	upstream	742	EPHA10
chr1	38259303	38259481	179	*	X01008	149175	38259774	38267278	7505	+	292	upstream	292	MANEAL
chr1	38274009	38274218	210	*	X01011	79693	38268614	38273865	5252	-	143	upstream	143	YRDC
chr1	38274249	38274308	60	*	X01012	79693	38268614	38273865	5252	-	383	upstream	383	YRDC
chr1	38274414	38274518	105	*	X01013	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38325043	38325147	105	*	X01014	4520	38275239	38325292	50054	-	0	inside	144	MTF1
chr1	38412436	38412630	195	*	X01018	3633	38326369	38412729	86361	-	0	inside	98	INPP5B
chr1	38471121	38471341	221	*	X01022	2275	38462442	38471187	8746	-	0	overlapStart	0	FHL3
chr1	38512408	38512539	132	*	X01027	5453	38509523	38512450	2928	-	0	overlapStart	0	POU3F1
chr1	39456739	39456838	100	*	X01041	79647	39456916	39471737	14822	+	77	upstream	77	AKIRIN1
chr1	39546557	39546894	338	*	X01044	23499	39547089	39952810	405722	+	194	upstream	194	MACF1
chr1	39546996	39547156	161	*	X01045	23499	39547089	39952810	405722	+	0	overlapStart	0	MACF1
chr1	39874278	39874427	150	*	X01051	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	40025142	40025306	165	*	X01052	728448	39987952	40025370	37419	-	0	inside	63	PPIEL
chr1	40042201	40042275	75	*	X01054	8761	40026485	40042521	16037	-	0	inside	245	PABPC4
chr1	40042617	40042751	135	*	X01055	8761	40026485	40042521	16037	-	95	upstream	95	PABPC4
chr1	40105083	40105202	120	*	X01059	26508	40089103	40105348	16246	-	0	inside	145	HEYL
chr1	40105293	40105397	105	*	X01060	26508	40089103	40105348	16246	-	0	overlapStart	0	HEYL
chr1	40156883	40156896	14	*	X01062	51440	40144645	40157089	12445	-	0	inside	192	HPCAL4
chr1	40157442	40157561	120	*	X01063	51440	40144645	40157089	12445	-	352	upstream	352	HPCAL4
chr1	40157682	40157921	240	*	X01064	51440	40144645	40157089	12445	-	592	upstream	592	HPCAL4
chr1	40204462	40204611	150	*	X01066	10450	40204517	40229586	25070	+	0	overlapStart	0	PPIE
chr1	40204627	40204746	120	*	X01067	10450	40204517	40229586	25070	+	0	inside	109	PPIE
chr1	40254252	40254371	120	*	X01068	656	40223903	40254533	30631	-	0	inside	161	BMP8B
chr1	40254672	40254776	105	*	X01069	656	40223903	40254533	30631	-	138	upstream	138	BMP8B
chr1	40367737	40367781	45	*	X01071	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40420755	40420845	91	*	X01073	84879	40420784	40435628	14845	+	0	overlapStart	0	MFSD2A
chr1	40421071	40421190	120	*	X01074	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	40506124	40506213	90	*	X01077	10487	40506255	40538321	32067	+	41	upstream	41	CAP1
chr1	40723781	40723900	120	*	X01078	10269	40723722	40759856	36135	+	0	inside	58	ZMPSTE24
chr1	40782932	40783111	180	*	X01083	1298	40766163	40783060	16898	-	0	overlapStart	0	COL9A2
chr1	40783172	40783246	75	*	X01084	1298	40766163	40783060	16898	-	111	upstream	111	COL9A2
chr1	40783262	40783366	105	*	X01085	1298	40766163	40783060	16898	-	201	upstream	201	COL9A2
chr1	40783412	40783420	9	*	X01086	1298	40766163	40783060	16898	-	351	upstream	351	COL9A2
chr1	40942988	40943137	150	*	X01090	339559	40943302	40962015	18714	+	164	upstream	164	ZFP69
chr1	41131379	41131605	227	*	X01095	9783	41086352	41131324	44973	-	54	upstream	54	RIMS3
chr1	41158014	41158103	90	*	X01096	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248186	41248222	37	*	X01098	9132	41249684	41306124	56441	+	1461	upstream	1461	KCNQ4
chr1	41248284	41248305	22	*	X01099	9132	41249684	41306124	56441	+	1378	upstream	1378	KCNQ4
chr1	41248951	41249100	150	*	X01100	9132	41249684	41306124	56441	+	583	upstream	583	KCNQ4
chr1	41328088	41328095	8	*	X01106	163732	41326728	41328018	1291	-	69	upstream	69	CITED4
chr1	41328352	41328386	35	*	X01107	163732	41326728	41328018	1291	-	333	upstream	333	CITED4
chr1	41445260	41445349	90	*	X01109	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707804	41708103	300	*	X01111	22955	41492871	41707815	214945	-	0	overlapStart	0	SCMH1
chr1	42501306	42501410	105	*	X01128	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42501516	42501590	75	*	X01129	59269	41972036	42501596	529561	-	0	inside	5	HIVEP3
chr1	42502180	42502299	120	*	X01130	59269	41972036	42501596	529561	-	583	upstream	583	HIVEP3
chr1	42801171	42801290	120	*	X01134	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42845968	42846357	390	*	X01135	284716	42846468	42889900	43433	+	110	upstream	110	RIMKLA
chr1	43148214	43148303	90	*	X01136	4904	43148066	43168020	19955	+	0	inside	147	YBX1
chr1	43206373	43206477	105	*	X01139	149461	43198764	43205925	7162	-	447	upstream	447	CLDN19
chr1	43206538	43206596	59	*	X01140	149461	43198764	43205925	7162	-	612	upstream	612	CLDN19
chr1	43231350	43231454	105	*	X01141	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X01142	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X01143	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X01144	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X01144	64175	43212006	43232755	20750	-	0	inside	40	P3H1
chr1	43282650	43282784	135	*	X01145	114625	43282776	43310660	27885	+	0	overlapStart	0	ERMAP
chr1	43282650	43282784	135	*	X01145	374969	43272723	43283059	10337	-	0	inside	274	SVBP
chr1	43312436	43312720	285	*	X01146	51058	43312244	43318146	5903	+	0	inside	191	ZNF691
chr1	43423335	43423514	180	*	X01149	440584	43424720	43449029	24310	+	1205	upstream	1205	SLC2A1-AS1
chr1	43424630	43424764	135	*	X01150	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424630	43424764	135	*	X01150	6513	43391046	43424847	33802	-	0	inside	82	SLC2A1
chr1	43613785	43613904	120	*	X01153	440585	43613594	43622067	8474	+	0	inside	190	FAM183A
chr1	43638190	43638244	55	*	X01154	149465	43638001	43720029	82029	+	0	inside	188	CFAP57
chr1	43736378	43736587	210	*	X01156	10969	43629845	43736607	106763	-	0	inside	19	EBNA1BP2
chr1	43736853	43736972	120	*	X01157	10969	43629845	43736607	106763	-	245	upstream	245	EBNA1BP2
chr1	43750953	43751072	120	*	X01158	149466	43747557	43751288	3732	-	0	inside	215	C1orf210
chr1	43751332	43751466	135	*	X01159	149466	43747557	43751288	3732	-	43	upstream	43	C1orf210
chr1	43751617	43751625	9	*	X01160	149466	43747557	43751288	3732	-	328	upstream	328	C1orf210
chr1	43823780	43823839	60	*	X01163	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824434	120	*	X01164	991	43824626	43828873	4248	+	191	upstream	191	CDC20
chr1	43824710	43824799	90	*	X01165	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X01168	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
